新装,Newly available,noun,新装板,DL-Raw.Net_1 (2).jpg,Hanma_Baki,2,0.65,0.0,0.0,0.0,1.0
板,Board,unknown,新装板,DL-Raw.Net_1 (2).jpg,Hanma_Baki,1,0.65,0.0014,0.0,0.0,1.0
板垣,Itagaki,noun,板垣恵介,DL-Raw.Net_1 (2).jpg,Hanma_Baki,2,0.96,0.0011,0.0,0.0,1.0
恵介,Keisuke,noun,板垣恵介,DL-Raw.Net_1 (2).jpg,Hanma_Baki,2,0.96,0.0014,0.0,0.0,1.0
新装,Newly available,noun,新装板,DL-Raw.Net_1.jpg,Hanma_Baki,2,0.88,0.002,0.0,0.0,1.0
板,Board,unknown,新装板,DL-Raw.Net_1.jpg,Hanma_Baki,1,0.88,0.0014,0.0,0.0,1.0
板垣,Itagaki,noun,板垣恵介,DL-Raw.Net_1.jpg,Hanma_Baki,2,0.99,0.0011,0.0,0.0,1.0
恵介,Keisuke,noun,板垣恵介,DL-Raw.Net_1.jpg,Hanma_Baki,2,0.99,0.0014,0.0,0.0,1.0
ケション,Chow,noun,ケション中,DL-Raw.Net_10 (2).jpg,Hanma_Baki,4,0.73,0.0003,0.0,1.0,0.0
中,Inside,unknown,ケション中,DL-Raw.Net_10 (2).jpg,Hanma_Baki,1,0.73,0.0031,0.0,0.0,1.0
とこ,To,noun,とこ,DL-Raw.Net_10.jpg,Hanma_Baki,2,0.96,0.0006,1.0,0.0,0.0
あら,fault,interjection,あらね,DL-Raw.Net_10.jpg,Hanma_Baki,2,0.79,0.0006,1.0,0.0,0.0
男,man,noun,男が現れ,DL-Raw.Net_10.jpg,Hanma_Baki,1,0.98,0.0034,0.0,0.0,1.0
現れ,Appears,verb,男が現れ,DL-Raw.Net_10.jpg,Hanma_Baki,2,0.98,0.0003,0.5,0.0,0.5
なら,If so,auxiliary verb,ならばあの,DL-Raw.Net_10.jpg,Hanma_Baki,2,1.00,0.004,1.0,0.0,0.0
あの,that,interjection,ならばあの,DL-Raw.Net_10.jpg,Hanma_Baki,2,1.00,0.0046,1.0,0.0,0.0
塗,Paint,noun,塗から,DL-Raw.Net_10.jpg,Hanma_Baki,1,0.87,0.0006,0.0,0.0,1.0
あの,that,interjection,あの,DL-Raw.Net_10.jpg,Hanma_Baki,2,1.00,0.0046,1.0,0.0,0.0
豪,Go,noun,豪の売体は,DL-Raw.Net_10.jpg,Hanma_Baki,1,0.87,0.0003,0.0,0.0,1.0
売,Sell,noun,豪の売体は,DL-Raw.Net_10.jpg,Hanma_Baki,1,0.87,0.0011,0.0,0.0,1.0
体,body,noun,豪の売体は,DL-Raw.Net_10.jpg,Hanma_Baki,1,0.87,0.0014,0.0,0.0,1.0
ミサイル,missile,noun,ミサイルを使用,DL-Raw.Net_10.jpg,Hanma_Baki,4,0.94,0.0003,0.0,1.0,0.0
使用,use,noun,ミサイルを使用,DL-Raw.Net_10.jpg,Hanma_Baki,2,0.94,0.002,0.0,0.0,1.0
べき,Should,auxiliary verb,すべきだったツツ,DL-Raw.Net_10.jpg,Hanma_Baki,2,0.99,0.0011,1.0,0.0,0.0
だっ,That's it,auxiliary verb,すべきだったツツ,DL-Raw.Net_10.jpg,Hanma_Baki,2,0.99,0.004,1.0,0.0,0.0
使っ,Use,verb,使って,DL-Raw.Net_10.jpg,Hanma_Baki,2,1.00,0.0003,0.5,0.0,0.5
その,the,adnominal,その意葉を,DL-Raw.Net_10.jpg,Hanma_Baki,2,0.93,0.0066,1.0,0.0,0.0
意,Meaning,noun,その意葉を,DL-Raw.Net_10.jpg,Hanma_Baki,1,0.93,0.0009,0.0,0.0,1.0
葉,leaf,noun,その意葉を,DL-Raw.Net_10.jpg,Hanma_Baki,1,0.93,0.0009,0.0,0.0,1.0
全,all,unknown,全世界が聴いて,DL-Raw.Net_10.jpg,Hanma_Baki,1,1.00,0.0014,0.0,0.0,1.0
世界,world,noun,全世界が聴いて,DL-Raw.Net_10.jpg,Hanma_Baki,2,1.00,0.0029,0.0,0.0,1.0
聴い,Listen,verb,全世界が聴いて,DL-Raw.Net_10.jpg,Hanma_Baki,2,1.00,0.0003,0.5,0.0,0.5
ない,do not have,adjective,ない,DL-Raw.Net_10.jpg,Hanma_Baki,2,1.00,0.0172,1.0,0.0,0.0
いる,There is,verb,いるという,DL-Raw.Net_10.jpg,Hanma_Baki,2,0.90,0.0111,1.0,0.0,0.0
いう,say,verb,いるという,DL-Raw.Net_10.jpg,Hanma_Baki,2,0.90,0.0029,1.0,0.0,0.0
貞,Despicable,noun,貞覚はおあり,DL-Raw.Net_10.jpg,Hanma_Baki,1,0.79,0.0003,0.0,0.0,1.0
覚,Awakening,unknown,貞覚はおあり,DL-Raw.Net_10.jpg,Hanma_Baki,1,0.79,0.0006,0.0,0.0,1.0
あり,can be,verb,貞覚はおあり,DL-Raw.Net_10.jpg,Hanma_Baki,2,0.79,0.002,1.0,0.0,0.0
です,is,auxiliary verb,ですか,DL-Raw.Net_10.jpg,Hanma_Baki,2,1.00,0.008,1.0,0.0,0.0
我々,we,unknown,我々はただの,DL-Raw.Net_10.jpg,Hanma_Baki,2,0.98,0.0009,0.0,0.0,0.5
ただ,just,noun,我々はただの,DL-Raw.Net_10.jpg,Hanma_Baki,2,0.98,0.0014,1.0,0.0,0.0
われ,I,unknown,れわれ,DL-Raw.Net_10.jpg,Hanma_Baki,2,1.00,0.0003,1.0,0.0,0.0
一,one,noun,一発も弾葉を,DL-Raw.Net_10.jpg,Hanma_Baki,1,0.86,0.004,0.0,0.0,1.0
発,Departure,unknown,一発も弾葉を,DL-Raw.Net_10.jpg,Hanma_Baki,1,0.86,0.0009,0.0,0.0,1.0
弾,Bullet,noun,一発も弾葉を,DL-Raw.Net_10.jpg,Hanma_Baki,1,0.86,0.0003,0.0,0.0,1.0
葉,leaf,noun,一発も弾葉を,DL-Raw.Net_10.jpg,Hanma_Baki,1,0.86,0.0009,0.0,0.0,1.0
使用,use,noun,使用していない,DL-Raw.Net_10.jpg,Hanma_Baki,2,1.00,0.002,0.0,0.0,1.0
ない,do not have,auxiliary verb,使用していない,DL-Raw.Net_10.jpg,Hanma_Baki,2,1.00,0.0172,1.0,0.0,0.0
創造,Creation,noun,創造れるんだ川,DL-Raw.Net_100.jpg,Hanma_Baki,2,0.94,0.0003,0.0,0.0,1.0
れる,Become,auxiliary verb,創造れるんだ川,DL-Raw.Net_100.jpg,Hanma_Baki,2,0.94,0.0017,1.0,0.0,0.0
川,river,noun,創造れるんだ川,DL-Raw.Net_100.jpg,Hanma_Baki,1,0.94,0.0003,0.0,0.0,1.0
試合,game,noun,試合が,DL-Raw.Net_100.jpg,Hanma_Baki,2,0.92,0.0003,0.0,0.0,1.0
飯,Food,noun,飯だツツ,DL-Raw.Net_102 (2).jpg,Hanma_Baki,1,0.88,0.0009,0.0,0.0,1.0
第,1.,unknown,第金異種格闘技,DL-Raw.Net_102.jpg,Hanma_Baki,1,0.78,0.0146,0.0,0.0,1.0
金,gold,noun,第金異種格闘技,DL-Raw.Net_102.jpg,Hanma_Baki,1,0.78,0.0009,0.0,0.0,1.0
異種,Distinct species,noun,第金異種格闘技,DL-Raw.Net_102.jpg,Hanma_Baki,2,0.78,0.0009,0.0,0.0,1.0
格闘,Fighting,noun,第金異種格闘技,DL-Raw.Net_102.jpg,Hanma_Baki,2,0.78,0.0014,0.0,0.0,1.0
技,Technique,unknown,第金異種格闘技,DL-Raw.Net_102.jpg,Hanma_Baki,1,0.78,0.0006,0.0,0.0,1.0
第,1.,unknown,第話,DL-Raw.Net_103 (2).jpg,Hanma_Baki,1,0.97,0.0146,0.0,0.0,1.0
話,story,noun,第話,DL-Raw.Net_103 (2).jpg,Hanma_Baki,1,0.97,0.0117,0.0,0.0,1.0
ナイフ,knife,noun,ナイフもフォクも,DL-Raw.Net_104 (2).jpg,Hanma_Baki,3,0.99,0.0003,0.0,1.0,0.0
フォク,Fok,noun,ナイフもフォクも,DL-Raw.Net_104 (2).jpg,Hanma_Baki,3,0.99,0.0003,0.0,1.0,0.0
まるで,It's like,adverb,まるで必要ない,DL-Raw.Net_104 (2).jpg,Hanma_Baki,3,1.00,0.0006,1.0,0.0,0.0
必要,need,noun,まるで必要ない,DL-Raw.Net_104 (2).jpg,Hanma_Baki,2,1.00,0.0009,0.0,0.0,1.0
ない,do not have,adjective,まるで必要ない,DL-Raw.Net_104 (2).jpg,Hanma_Baki,2,1.00,0.0172,1.0,0.0,0.0
そもそも,in the first place,noun,そもそも,DL-Raw.Net_104 (2).jpg,Hanma_Baki,4,1.00,0.0003,1.0,0.0,0.0
養,Nutrition,noun,養事はパンと,DL-Raw.Net_104 (2).jpg,Hanma_Baki,1,0.92,0.0014,0.0,0.0,1.0
事,case,unknown,養事はパンと,DL-Raw.Net_104 (2).jpg,Hanma_Baki,1,0.92,0.0011,0.0,0.0,1.0
パン,bread,noun,養事はパンと,DL-Raw.Net_104 (2).jpg,Hanma_Baki,2,0.92,0.0003,0.0,1.0,0.0
カップ,cup,noun,カップスプのみ,DL-Raw.Net_104 (2).jpg,Hanma_Baki,3,0.98,0.0003,0.0,1.0,0.0
スプ,Sp,noun,カップスプのみ,DL-Raw.Net_104 (2).jpg,Hanma_Baki,2,0.98,0.0003,0.0,1.0,0.0
こんな,This,adnominal,こんな状態じゃ,DL-Raw.Net_104 (2).jpg,Hanma_Baki,3,0.92,0.0023,1.0,0.0,0.0
状態,situation,noun,こんな状態じゃ,DL-Raw.Net_104 (2).jpg,Hanma_Baki,2,0.92,0.0003,0.0,0.0,1.0
じゃ,well,auxiliary verb,こんな状態じゃ,DL-Raw.Net_104 (2).jpg,Hanma_Baki,2,0.92,0.002,1.0,0.0,0.0
スプン,Spun,noun,スプン塁,DL-Raw.Net_104 (2).jpg,Hanma_Baki,3,0.88,0.0003,0.0,1.0,0.0
塁,base,noun,スプン塁,DL-Raw.Net_104 (2).jpg,Hanma_Baki,1,0.88,0.0003,0.0,0.0,1.0
倹,Thrift,noun,倹えゃしない,DL-Raw.Net_104 (2).jpg,Hanma_Baki,1,0.88,0.0003,0.0,0.0,1.0
ない,do not have,auxiliary verb,倹えゃしない,DL-Raw.Net_104 (2).jpg,Hanma_Baki,2,0.88,0.0172,1.0,0.0,0.0
名,given name,noun,の名は,DL-Raw.Net_104.jpg,Hanma_Baki,1,0.95,0.0017,0.0,0.0,1.0
実,fruit,unknown,実勃旨から,DL-Raw.Net_105 (2).jpg,Hanma_Baki,1,0.69,0.0011,0.0,0.0,1.0
勃旨,Erection,noun,実勃旨から,DL-Raw.Net_105 (2).jpg,Hanma_Baki,2,0.69,0.0003,0.0,0.0,1.0
笑,lol,noun,笑統嶺き,DL-Raw.Net_105 (2).jpg,Hanma_Baki,1,0.72,0.0023,0.0,0.0,1.0
統,Independence,noun,笑統嶺き,DL-Raw.Net_105 (2).jpg,Hanma_Baki,1,0.72,0.0006,0.0,0.0,1.0
嶺,Ridge,noun,笑統嶺き,DL-Raw.Net_105 (2).jpg,Hanma_Baki,1,0.72,0.0003,0.0,0.0,1.0
エラい,It's erratic,adjective,エラいめに,DL-Raw.Net_105 (2).jpg,Hanma_Baki,3,1.00,0.0003,0.3333,0.6667,0.0
遭っ,Encounter,verb,遭っとるな,DL-Raw.Net_105 (2).jpg,Hanma_Baki,2,1.00,0.0003,0.5,0.0,0.5
とる,Take it,auxiliary verb,遭っとるな,DL-Raw.Net_105 (2).jpg,Hanma_Baki,2,1.00,0.0003,1.0,0.0,0.0
ミスタ,Mister,noun,ミスタ,DL-Raw.Net_105 (2).jpg,Hanma_Baki,3,1.00,0.0023,0.0,1.0,0.0
あの,that,interjection,あの第,DL-Raw.Net_105 (2).jpg,Hanma_Baki,2,0.87,0.0046,1.0,0.0,0.0
第,1.,unknown,あの第,DL-Raw.Net_105 (2).jpg,Hanma_Baki,1,0.87,0.0146,0.0,0.0,1.0
衙署,The king of the king of the king of the king of the king of the king of the king of the king of the king of the king of the king of the king of the king of the king of the king of the king of the king of the king of the king of the king of the king of the king of the king of the king of the king of the king of the king of the king of the king of the king of the king of the king,noun,衙署,DL-Raw.Net_105 (2).jpg,Hanma_Baki,2,0.66,0.0003,0.0,0.0,1.0
なん,what,unknown,なんスか,DL-Raw.Net_105 (2).jpg,Hanma_Baki,2,0.91,0.0049,1.0,0.0,0.0
あの,that,interjection,たあの士,DL-Raw.Net_105.jpg,Hanma_Baki,2,0.89,0.0046,1.0,0.0,0.0
士,Senior,noun,たあの士,DL-Raw.Net_105.jpg,Hanma_Baki,1,0.89,0.0003,0.0,0.0,1.0
言っ,Say,verb,言っても,DL-Raw.Net_106 (2).jpg,Hanma_Baki,2,0.98,0.0011,0.5,0.0,0.5
誰,who,unknown,誰も知らぬ国,DL-Raw.Net_106 (2).jpg,Hanma_Baki,1,0.92,0.0023,0.0,0.0,1.0
知ら,Not known,verb,誰も知らぬ国,DL-Raw.Net_106 (2).jpg,Hanma_Baki,2,0.92,0.0009,0.5,0.0,0.5
国,country,noun,誰も知らぬ国,DL-Raw.Net_106 (2).jpg,Hanma_Baki,1,0.92,0.0017,0.0,0.0,1.0
ジュンゲバル,Junggebar,noun,ジュンゲバル,DL-Raw.Net_106 (2).jpg,Hanma_Baki,6,0.96,0.0003,0.0,1.0,0.0
業,Work,noun,業世,DL-Raw.Net_106 (2).jpg,Hanma_Baki,1,0.78,0.0011,0.0,0.0,1.0
世,world,unknown,業世,DL-Raw.Net_106 (2).jpg,Hanma_Baki,1,0.78,0.0017,0.0,0.0,1.0
かつて,Once upon a time,adverb,かつては,DL-Raw.Net_106 (2).jpg,Hanma_Baki,3,1.00,0.0003,1.0,0.0,0.0
南,South,noun,南来の一離島に,DL-Raw.Net_106 (2).jpg,Hanma_Baki,1,0.98,0.0003,0.0,0.0,1.0
来,Come,unknown,南来の一離島に,DL-Raw.Net_106 (2).jpg,Hanma_Baki,1,0.98,0.0011,0.0,0.0,1.0
一,one,noun,南来の一離島に,DL-Raw.Net_106 (2).jpg,Hanma_Baki,1,0.98,0.004,0.0,0.0,1.0
離島,Remote islands,noun,南来の一離島に,DL-Raw.Net_106 (2).jpg,Hanma_Baki,2,0.98,0.0003,0.0,0.0,1.0
すぎ,Too much,verb,すぎなかった,DL-Raw.Net_106 (2).jpg,Hanma_Baki,2,1.00,0.0003,1.0,0.0,0.0
なかっ,Not,auxiliary verb,すぎなかった,DL-Raw.Net_106 (2).jpg,Hanma_Baki,3,1.00,0.0011,1.0,0.0,0.0
演学,Acting,noun,演学はワカらぬが,DL-Raw.Net_106 (2).jpg,Hanma_Baki,2,0.92,0.0003,0.0,0.0,1.0
ワカ,Wow,noun,演学はワカらぬが,DL-Raw.Net_106 (2).jpg,Hanma_Baki,2,0.92,0.0017,0.0,1.0,0.0
ジュン,Jun,noun,ジュン,DL-Raw.Net_106 (2).jpg,Hanma_Baki,3,0.87,0.0003,0.0,1.0,0.0
たしか,I'm sure,adverb,たしかこんない,DL-Raw.Net_106 (2).jpg,Hanma_Baki,3,0.88,0.0009,1.0,0.0,0.0
こん,dark blue,verb,たしかこんない,DL-Raw.Net_106 (2).jpg,Hanma_Baki,2,0.88,0.0009,1.0,0.0,0.0
ない,do not have,auxiliary verb,たしかこんない,DL-Raw.Net_106 (2).jpg,Hanma_Baki,2,0.88,0.0172,1.0,0.0,0.0
美,Beauty,noun,美語では,DL-Raw.Net_106 (2).jpg,Hanma_Baki,1,0.96,0.0003,0.0,0.0,1.0
語,word,noun,美語では,DL-Raw.Net_106 (2).jpg,Hanma_Baki,1,0.96,0.0006,0.0,0.0,1.0
ゲバ,Gaba,noun,ゲバルで,DL-Raw.Net_106 (2).jpg,Hanma_Baki,2,1.00,0.0029,0.0,1.0,0.0
這っ,Crawl,verb,這っている,DL-Raw.Net_106 (2).jpg,Hanma_Baki,2,0.85,0.0003,0.5,0.0,0.5
いる,There is,verb,這っている,DL-Raw.Net_106 (2).jpg,Hanma_Baki,2,0.85,0.0111,1.0,0.0,0.0
夫,husband,noun,ガ夫にも,DL-Raw.Net_106 (2).jpg,Hanma_Baki,1,0.76,0.0003,0.0,0.0,1.0
満た,Filled,verb,満たぬ,DL-Raw.Net_106 (2).jpg,Hanma_Baki,2,1.00,0.0003,0.5,0.0,0.5
小さな,Small,adnominal,小さな,DL-Raw.Net_106 (2).jpg,Hanma_Baki,3,1.00,0.0011,0.6667,0.0,0.3333
小さな,Small,adnominal,小さな国,DL-Raw.Net_106 (2).jpg,Hanma_Baki,3,0.95,0.0011,0.6667,0.0,0.3333
国,country,noun,小さな国,DL-Raw.Net_106 (2).jpg,Hanma_Baki,1,0.95,0.0017,0.0,0.0,1.0
思,Think,verb,思んばげでる,DL-Raw.Net_106.jpg,Hanma_Baki,1,0.69,0.0017,0.0,0.0,1.0
でる,Go out,auxiliary verb,思んばげでる,DL-Raw.Net_106.jpg,Hanma_Baki,2,0.69,0.0009,1.0,0.0,0.0
